Datetime,id,IsSelected,Gender,College,StudentProgram,GraduationYear,NHackathon,Role,HasTeam,TeamMembers,TeamId,University,TeamSize
27/07/2016 12:03:40,189,N,M,FEA,Bacharelado em Administração,1,0,Empreendedor/Negócios,Sim,"17, 150, 179, 189",20,,4
27/07/2016 12:05:38,156,S,M,Poli,Engenharia da Computação,5,0,Desenvolvedor,Não,"1, 156, 269, 459",1,,4
27/07/2016 12:06:46,543,N,M,Não USP,,,0,Empreendedor/Negócios,Sim,"29, 141, 543, 548",42,FGV,4
27/07/2016 12:57:39,547,N,M,FEA,Economia,4,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 13:36:56,127,N,M,Não USP,,,1,Desenvolvedor,Não,,0,IFSP,1
27/07/2016 13:47:06,522,N,F,FEA,Ciências Contábeis,2,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 14:36:45,407,N,F,FEA,Doutorado em Administração ,1,0,Empreendedor/Negócios,Sim,"67, 407",59,,2
27/07/2016 14:39:17,537,N,F,Poli,Engenharia Mecânica,1,0,Empreendedor/Negócios,Sim,"198, 308, 338,  537",23,,4
27/07/2016 15:50:26,351,N,F,EACH,Bacharelado em Marketing,1,0,Empreendedor/Negócios,Sim,"202, 351, 353, 480",24,,4
27/07/2016 15:52:46,339,S,M,IME,Bacharelado em Ciência da Computação,2,2,Designer,Sim,"227, 303, 339, 402",31,,4
27/07/2016 16:26:04,38,N,M,IME,Bacharelado em Ciência da Computação,4,2,Desenvolvedor,Não,,0,,1
27/07/2016 16:28:56,163,N,M,FAU,Bacharelado em Design,3,0,Designer,Sim,"145, 163,  528",15,,3
27/07/2016 16:29:14,73,N,F,Não USP,,,0,Empreendedor/Negócios,Não,,0,FGV,1
27/07/2016 16:31:36,385,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UFSCar,1
27/07/2016 16:32:56,326,N,M,FEA,Ciências Contábeis,2,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 17:08:33,338,N,M,FD,Direito,1,0,Empreendedor/Negócios,Sim,"198, 308, 338,  537",23,,4
27/07/2016 18:23:55,145,N,F,FAU,Bacharelado em Design,3,0,Designer,Sim,"145, 163,  528",15,,3
27/07/2016 19:21:17,308,N,M,Poli,Engenharia Mecatrônica,2,0,Empreendedor/Negócios,Sim,"198, 308, 338,  537",23,,4
27/07/2016 19:23:47,399,N,F,EACH,Bacharelado em Marketing,5,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 20:15:53,528,N,M,FAU,Bacharelado em Design,5,0,Designer,Sim,"145, 163,  528",15,,3
27/07/2016 21:18:02,455,N,M,FEA,Economia,2,1,Desenvolvedor/Negócios,Sim,"448, 455, 478, 512",53,,4
27/07/2016 21:24:20,478,N,M,FEA,Ciências Atuariais,5,0,Empreendedor/Negócios,Sim,"448, 455, 478, 512",53,,4
27/07/2016 21:40:43,448,N,M,Não USP,,,2,Desenvolvedor,Sim,"448, 455, 478, 512",53,UNICAMP,4
27/07/2016 21:41:03,219,N,M,FEA,Bacharelado em Administração,2,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 21:41:52,530,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Universidade Municipal de São Caetano do Sul,1
27/07/2016 21:43:21,422,N,M,EACH,Pós-graduação em Sistemas de Informação,Pós-graduação,0,Desenvolvedor,Sim,"26, 48, 343, 422",37,,4
27/07/2016 21:44:03,66,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Universidade Presbiteriana Mackenzie,1
27/07/2016 21:45:37,200,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UMESP - Universidade Metodista de São Paulo,1
27/07/2016 21:46:31,510,N,F,EACH,Bacharelado em Marketing,5,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 21:46:42,494,N,F,IME,Matematica Aplicada e Computacional,3,0,Desenvolvedor,Sim,"166, 494",19,,2
27/07/2016 21:48:31,509,N,F,EACH,Bacharelado em Marketing,5,0,Empreendedor/Negócios,Sim,,0,,1
27/07/2016 21:48:55,76,N,F,Não USP,,,0,Desenvolvedor,Não,,0,IFSP,1
27/07/2016 21:49:10,278,N,M,FEA,Bacharelado em Administração,1,0,Negócios,Não,,0,,1
27/07/2016 21:51:03,409,N,M,Não USP,,,0,Desenvolvedor,Não,,0,IFPE,1
27/07/2016 21:51:39,55,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UMESP - Universidade Metodista de São Paulo,1
27/07/2016 21:52:51,173,N,M,Não USP,,,0,Desenvolvedor,Não,,0,UFABC,1
27/07/2016 21:53:32,377,N,M,FEA,Pós-graduação em Administração de Organizações,Pós-graduação,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 21:53:39,442,N,M,Não USP,,,0,Designer,Não,,0,UNIFIEO,1
27/07/2016 21:55:41,228,N,M,Poli,Engenharia Elétrica,1,0,Desenvolvedor,Não,,0,,1
27/07/2016 21:55:55,166,N,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Desenvolvedor,Sim,"166, 494",19,,2
27/07/2016 21:57:19,172,N,M,Poli,Big Data Inteligência na Gestão dos Dados,1,0,Empreendedor/Negócios,Sim,"100, 172, 506",2,,3
27/07/2016 21:57:51,90,N,M,Poli,Engenharia Elétrica,1,0,Desenvolvedor,Não,,0,,1
27/07/2016 21:58:32,480,N,M,EACH,Bacharelado em Marketing,1,0,Marketing,Sim,"202, 351, 353, 480",24,,4
27/07/2016 22:00:21,100,N,F,Poli,Big Data Inteligência na Gestão dos Dados,Pós-graduação,0,Empreendedor/Negócios,Sim,"100, 172, 506",2,,3
27/07/2016 22:00:29,60,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Fatec,1
27/07/2016 22:03:41,177,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UMESP - Universidade Metodista de São Paulo,1
27/07/2016 22:04:59,143,N,M,Não USP,,,0,Desenvolvedor,Não,,0,ETESP,1
27/07/2016 22:07:51,265,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UNIFESP,1
27/07/2016 22:08:53,429,N,M,Não USP,,,0,Designer,Não,,0,Fatec,1
27/07/2016 22:10:54,97,N,M,Não USP,,,0,Negócios,Não,,0,FMU,1
27/07/2016 22:11:33,297,N,M,Poli,Doutorado em Engenharia da Computação,3,0,Desenvolvedor,Sim,"81, 91, 128, 297",61,,4
27/07/2016 22:11:40,508,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,UFABC,1
27/07/2016 22:11:41,376,N,M,EESC,Engenharia da Computação,2,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 22:13:51,452,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Fatec,1
27/07/2016 22:20:35,531,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UMESP - Universidade Metodista de São Paulo,1
27/07/2016 22:23:00,107,N,M,Não USP,,,0,Desenvolvedor,Não,,0,,1
27/07/2016 22:23:24,78,N,F,EACH,Bacharelado em Sistemas de Informação,1,1,Designer,Não,,0,,1
27/07/2016 22:24:41,410,N,M,Poli,Engenharia Elétrica,3,0,Desenvolvedor/Designer,Não,,0,,1
27/07/2016 22:25:58,506,N,M,Poli,Big Data Inteligência na Gestão dos Dados,1,2,Empreendedor/Negócios,Sim,"100, 172, 506",2,,3
27/07/2016 22:26:17,116,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UNESP,1
27/07/2016 22:28:24,325,N,M,FEA,Contabilidade,2,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 22:28:31,155,N,M,Não USP,,,1,Desenvolvedor,Não,,0,UNICAMP,1
27/07/2016 22:29:15,546,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 22:29:35,190,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,UFU,1
27/07/2016 22:29:50,180,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UNIFESP,1
27/07/2016 22:34:21,545,N,M,Não USP,,,0,Desenvolvedor,Não,,0,FIAP,1
27/07/2016 22:35:11,533,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,FGV,1
27/07/2016 22:39:14,31,N,M,ICMC,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Sim,,0,,1
27/07/2016 22:45:34,130,N,M,Poli,Engenharia da Computação,3,1,Desenvolvedor,Sim,"130, 301",9,,2
27/07/2016 22:53:28,253,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Faculdade de Engenharia de Sorocaba,1
27/07/2016 22:53:48,549,N,M,Poli,Engenharia Elétrica,3,1,Desenvolvedor,Não,,0,,1
27/07/2016 23:01:03,201,N,M,Não USP,,,0,Desenvolvedor/Designer,Não,,0,Universidade Anhembi Morumbi,1
27/07/2016 23:02:29,186,N,M,FEA,Ciências Contábeis,5,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 23:03:01,492,N,F,Não USP,,,0,Marketing,Não,,0,Universidade Anhembi Morumbi,1
27/07/2016 23:04:36,346,N,F,ICMC,Bacharelado em Ciência da Computação,5,2,Desenvolvedor,Sim,"346, 370, 474",49,,3
27/07/2016 23:06:25,440,N,M,Poli,Engenharia Elétrica,4,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 23:11:26,83,N,F,EACH,Bacharelado em Marketing,2,0,Empreendedor/Negócios,Sim,"13, 83, 349",8,,3
27/07/2016 23:13:09,115,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UFABC,1
27/07/2016 23:14:33,13,N,M,Não USP,,,0,Empreendedor/Negócios,Sim,"13, 83, 349",8,Insper,3
27/07/2016 23:17:20,349,N,F,EACH,Bacharelado em Marketing,2,0,Empreendedor/Negócios,Sim,"13, 83, 349",8,,3
27/07/2016 23:19:30,146,N,F,Não USP,,,0,Desenvolvedor,Não,,0,UNIFIEO,1
27/07/2016 23:23:26,289,N,M,EACH,Bacharelado em Marketing,2,0,Empreendedor/Negócios,Sim,"289, 398",41,,2
27/07/2016 23:24:33,472,N,M,Poli,Engenharia Elétrica,2,0,Desenvolvedor,Não,,0,,1
27/07/2016 23:24:45,413,N,M,Poli,Engenharia Química,5,0,Desenvolvedor,Não,,0,,1
27/07/2016 23:26:27,20,N,M,Não USP,,,0,Gestão de Projetos,Não,,0,PUC-Campinas,1
27/07/2016 23:27:45,75,N,F,Não USP,,,0,Desenvolvedor,Não,,0,Fatec,1
27/07/2016 23:28:31,222,N,M,FEA,Bacharelado em Administração,5,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 23:32:32,490,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UAM,1
27/07/2016 23:43:56,196,N,M,FEA,Bacharelado em Administração,2,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 23:46:02,58,N,M,Não USP,,,0,Desenvolvedor,Não,,0,UFF,1
27/07/2016 23:47:03,274,N,M,Poli,Engenharia Química,1,0,Empreendedor/Negócios,Não,,0,,1
27/07/2016 23:50:08,512,N,M,FEA,Bacharelado em Administração,5,0,Empreendedor/Negócios,Sim,"448, 455, 478, 512",53,,4
27/07/2016 23:56:08,181,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,Positivo,1
